st_fee_gen_date,class_name,section_name,st_fee_total_receipt_amount
2016-04-26 00:00:00.000,8th,E,1800.0
2016-04-26 00:00:00.000,8th,E,1800.0
2016-05-02 00:00:00.000,6th,A,1890.0
2016-04-26 00:00:00.000,8th,E,1800.0
2016-04-26 00:00:00.000,8th,C,1800.0
2016-04-26 00:00:00.000,8th,A,1800.0
2016-04-26 00:00:00.000,8th,E,1800.0
2016-04-26 00:00:00.000,8th,B,1800.0
2016-04-26 00:00:00.000,8th,F,1550.0
2016-04-26 00:00:00.000,8th,A,1800.0
2016-04-26 00:00:00.000,8th,F,1800.0
2016-04-26 00:00:00.000,7th,F,1800.0
2016-04-26 00:00:00.000,7th,A,1850.0
2016-04-26 00:00:00.000,7th,C,1900.0
2016-04-26 00:00:00.000,8th,E,1800.0
2016-04-26 00:00:00.000,8th,D,1800.0
2016-04-26 00:00:00.000,7th,C,1800.0
2016-04-26 00:00:00.000,8th,D,1800.0
2016-04-26 00:00:00.000,8th,E,100.0
2016-04-26 00:00:00.000,8th,E,1800.0
2016-04-26 00:00:00.000,8th,D,100.0
2016-04-26 00:00:00.000,8th,D,1800.0
2016-04-26 00:00:00.000,8th,C,1800.0
2016-04-26 00:00:00.000,8th,A,1800.0
2016-04-26 00:00:00.000,8th,A,1800.0
2016-04-26 00:00:00.000,8th,C,1800.0
2016-04-26 00:00:00.000,8th,C,1800.0
2016-04-26 00:00:00.000,8th,F,1800.0
2016-04-26 00:00:00.000,8th,E,1800.0
2016-04-26 00:00:00.000,8th,B,1800.0
2016-04-26 00:00:00.000,8th,B,900.0
2016-04-26 00:00:00.000,8th,D,1800.0
2016-04-26 00:00:00.000,8th,C,1800.0
2016-04-26 00:00:00.000,8th,F,1800.0
2016-04-26 00:00:00.000,8th,F,1550.0
2016-04-26 00:00:00.000,8th,A,1800.0
2016-04-26 00:00:00.000,8th,A,1800.0
2016-04-26 00:00:00.000,8th,D,1840.0
2016-04-26 00:00:00.000,8th,D,1800.0
2016-04-26 00:00:00.000,8th,D,1800.0
2016-04-26 00:00:00.000,7th,B,1800.0
2016-04-26 00:00:00.000,8th,E,1800.0
2016-04-26 00:00:00.000,8th,E,900.0
2016-04-26 00:00:00.000,8th,C,900.0
2016-04-26 00:00:00.000,8th,A,1800.0
2016-04-26 00:00:00.000,8th,D,1800.0
2016-04-26 00:00:00.000,8th,B,1550.0
2016-04-26 00:00:00.000,8th,D,1550.0
2016-04-26 00:00:00.000,8th,F,1800.0
2016-04-26 00:00:00.000,8th,F,1800.0
2016-04-26 00:00:00.000,8th,F,1550.0
2016-04-26 00:00:00.000,8th,C,1800.0
2016-04-26 00:00:00.000,8th,D,1800.0
2016-04-26 00:00:00.000,8th,F,1800.0
2016-04-26 00:00:00.000,8th,D,1800.0
2016-04-26 00:00:00.000,8th,A,1800.0
2016-04-26 00:00:00.000,8th,D,1890.0
2016-04-26 00:00:00.000,8th,A,1800.0
2016-04-26 00:00:00.000,8th,E,1800.0
2016-04-26 00:00:00.000,7th,B,1870.0
2016-04-26 00:00:00.000,8th,C,1820.0
2016-04-26 00:00:00.000,8th,A,1800.0
2016-04-26 00:00:00.000,8th,C,1800.0
2016-04-26 00:00:00.000,8th,A,1810.0
2016-04-26 00:00:00.000,8th,F,1800.0
2016-04-26 00:00:00.000,8th,D,1800.0
2016-04-26 00:00:00.000,8th,E,1800.0
2016-04-26 00:00:00.000,8th,C,100.0
2016-04-26 00:00:00.000,7th,A,1800.0
2016-04-26 00:00:00.000,7th,A,1800.0
2016-04-26 00:00:00.000,8th,E,1800.0
2016-04-26 00:00:00.000,8th,A,1800.0
2016-04-26 00:00:00.000,8th,D,1800.0
2016-04-26 00:00:00.000,8th,C,1550.0
2016-04-26 00:00:00.000,8th,C,1800.0
2016-04-26 00:00:00.000,8th,A,1800.0
2016-04-26 00:00:00.000,8th,D,1800.0
2016-04-26 00:00:00.000,8th,A,1800.0
2016-04-26 00:00:00.000,8th,F,1800.0
2016-04-26 00:00:00.000,8th,F,1800.0
2016-04-26 00:00:00.000,8th,E,1800.0
2016-04-26 00:00:00.000,8th,A,1900.0
2016-04-26 00:00:00.000,8th,D,100.0
2016-04-26 00:00:00.000,8th,F,1880.0
2016-04-26 00:00:00.000,8th,D,1800.0
2016-04-26 00:00:00.000,8th,F,1800.0
2016-04-26 00:00:00.000,8th,B,900.0
2016-04-26 00:00:00.000,7th,B,1800.0
2016-04-26 00:00:00.000,8th,C,1550.0
2016-04-26 00:00:00.000,8th,F,1800.0
2016-04-26 00:00:00.000,7th,B,1800.0
2016-04-26 00:00:00.000,8th,F,900.0
2016-04-26 00:00:00.000,7th,B,1800.0
2016-04-26 00:00:00.000,7th,E,1800.0
2016-04-26 00:00:00.000,8th,A,1800.0
2016-04-26 00:00:00.000,8th,C,1800.0
2016-04-26 00:00:00.000,8th,D,1800.0
2016-04-26 00:00:00.000,8th,E,1800.0
2016-04-26 00:00:00.000,8th,A,1550.0
2016-04-26 00:00:00.000,8th,B,1800.0
2016-04-26 00:00:00.000,7th,A,1550.0
2016-04-26 00:00:00.000,8th,E,1550.0
2016-04-26 00:00:00.000,8th,E,100.0
2016-04-26 00:00:00.000,8th,D,1800.0
2016-04-26 00:00:00.000,8th,F,1800.0
2016-04-26 00:00:00.000,8th,E,900.0
2016-04-26 00:00:00.000,8th,D,1800.0
2016-04-26 00:00:00.000,8th,E,1800.0
2016-04-26 00:00:00.000,8th,B,1800.0
2016-04-26 00:00:00.000,8th,E,1550.0
2016-04-26 00:00:00.000,8th,D,900.0
2016-04-26 00:00:00.000,8th,F,1800.0
2016-04-26 00:00:00.000,8th,F,1550.0
2016-04-26 00:00:00.000,8th,A,1800.0
2016-04-26 00:00:00.000,8th,D,1800.0
2016-04-26 00:00:00.000,8th,F,1820.0
2016-04-26 00:00:00.000,8th,B,1820.0
2016-04-26 00:00:00.000,8th,E,1900.0
2016-04-26 00:00:00.000,8th,A,1800.0
2016-04-26 00:00:00.000,7th,A,1800.0
2016-04-26 00:00:00.000,7th,B,1550.0
2016-04-26 00:00:00.000,7th,C,1800.0
2016-04-26 00:00:00.000,7th,E,900.0
2016-04-26 00:00:00.000,8th,A,1800.0
2016-04-26 00:00:00.000,8th,B,1800.0
2016-04-26 00:00:00.000,8th,B,900.0
2016-04-26 00:00:00.000,8th,E,900.0
2016-04-26 00:00:00.000,8th,C,1800.0
2016-04-26 00:00:00.000,8th,E,1800.0
2016-04-26 00:00:00.000,8th,C,1800.0
2016-04-26 00:00:00.000,7th,C,1550.0
2016-04-26 00:00:00.000,8th,F,1800.0
2016-04-26 00:00:00.000,8th,F,1880.0
2016-04-26 00:00:00.000,8th,D,1800.0
2016-04-26 00:00:00.000,8th,D,1800.0
2016-04-26 00:00:00.000,7th,B,1800.0
2016-04-26 00:00:00.000,7th,B,900.0
2016-04-26 00:00:00.000,8th,B,900.0
2016-04-26 00:00:00.000,7th,B,10800.0
2016-04-26 00:00:00.000,8th,F,1800.0
2016-04-26 00:00:00.000,9th,B,1800.0
2016-04-26 00:00:00.000,7th,C,1800.0
2016-04-26 00:00:00.000,8th,C,1800.0
2016-04-26 00:00:00.000,8th,F,1800.0
2016-04-26 00:00:00.000,8th,C,1800.0
2016-05-02 00:00:00.000,6th,E,1800.0
2016-04-22 00:00:00.000,10th,E,2000.0
2016-04-26 00:00:00.000,8th,B,1800.0
2016-04-26 00:00:00.000,7th,B,1800.0
2016-04-26 00:00:00.000,7th,C,1800.0
2016-04-26 00:00:00.000,7th,E,1800.0
2016-04-26 00:00:00.000,7th,D,1550.0
2016-04-26 00:00:00.000,7th,B,1800.0
2016-04-26 00:00:00.000,7th,B,1800.0
2016-04-26 00:00:00.000,7th,C,1800.0
2016-04-26 00:00:00.000,7th,A,1800.0
2016-04-26 00:00:00.000,7th,A,1800.0
2016-04-26 00:00:00.000,7th,A,1350.0
2016-04-26 00:00:00.000,7th,A,1800.0
2016-05-02 00:00:00.000,6th,F,1800.0
2016-04-26 00:00:00.000,7th,C,1800.0
2016-04-26 00:00:00.000,7th,A,1800.0
2016-04-26 00:00:00.000,7th,C,100.0
2016-04-26 00:00:00.000,7th,D,1800.0
2016-04-26 00:00:00.000,7th,C,900.0
2016-04-26 00:00:00.000,7th,D,1900.0
2016-04-26 00:00:00.000,7th,D,1550.0
2016-04-26 00:00:00.000,7th,A,1800.0
2016-04-26 00:00:00.000,7th,C,1800.0
2016-04-26 00:00:00.000,7th,C,1800.0
2016-04-26 00:00:00.000,7th,C,1800.0
2016-04-26 00:00:00.000,7th,E,1800.0
2016-04-26 00:00:00.000,7th,D,1800.0
2016-04-26 00:00:00.000,7th,B,1800.0
2016-04-26 00:00:00.000,7th,C,1800.0
2016-04-26 00:00:00.000,7th,E,1900.0
2016-04-26 00:00:00.000,7th,B,1800.0
2016-04-26 00:00:00.000,7th,C,1800.0
2016-04-26 00:00:00.000,7th,C,1800.0
2016-04-26 00:00:00.000,7th,B,1800.0
2016-04-26 00:00:00.000,7th,F,100.0
2016-04-26 00:00:00.000,7th,B,1800.0
2016-04-26 00:00:00.000,7th,D,1800.0
2016-04-26 00:00:00.000,7th,B,1800.0
2016-04-26 00:00:00.000,7th,A,1800.0
2016-04-26 00:00:00.000,7th,F,1800.0
2016-04-26 00:00:00.000,7th,D,1800.0
2016-05-02 00:00:00.000,6th,E,1800.0
2016-04-26 00:00:00.000,7th,C,1800.0
2016-04-26 00:00:00.000,7th,A,1800.0
2016-04-28 00:00:00.000,Hifz Boys,A,1800.0
2016-04-26 00:00:00.000,7th,E,1000.0
2016-04-26 00:00:00.000,7th,C,1550.0
2016-04-26 00:00:00.000,7th,D,1800.0
2016-04-26 00:00:00.000,7th,D,1800.0
2016-04-26 00:00:00.000,7th,C,1800.0
2016-04-26 00:00:00.000,7th,D,1800.0
2016-04-26 00:00:00.000,7th,D,1800.0
2016-05-02 00:00:00.000,6th,F,1810.0
2016-04-26 00:00:00.000,7th,B,1550.0
2016-04-26 00:00:00.000,7th,E,1800.0
2016-04-26 00:00:00.000,7th,E,1800.0
2016-04-26 00:00:00.000,7th,B,1800.0
2016-04-26 00:00:00.000,7th,A,1800.0
2016-05-02 00:00:00.000,6th,F,1800.0
2016-04-26 00:00:00.000,7th,F,1550.0
2016-05-02 00:00:00.000,6th,A,1550.0
2016-04-26 00:00:00.000,7th,B,1810.0
2016-04-26 00:00:00.000,7th,B,1800.0
2016-04-26 00:00:00.000,7th,D,1800.0
2016-04-26 00:00:00.000,7th,C,1800.0
2016-04-26 00:00:00.000,7th,A,1800.0
2016-04-26 00:00:00.000,7th,C,1550.0
2016-04-26 00:00:00.000,7th,D,1800.0
2016-04-26 00:00:00.000,7th,A,1550.0
2016-04-26 00:00:00.000,7th,A,1800.0
2016-04-26 00:00:00.000,7th,C,1800.0
2016-04-26 00:00:00.000,7th,D,1800.0
2016-04-26 00:00:00.000,7th,F,1800.0
2016-04-26 00:00:00.000,7th,F,1800.0
2016-04-26 00:00:00.000,7th,C,1800.0
2016-04-26 00:00:00.000,7th,A,1800.0
2016-04-26 00:00:00.000,7th,C,1550.0
2016-04-26 00:00:00.000,7th,D,1800.0
2016-04-26 00:00:00.000,7th,E,1800.0
2016-04-26 00:00:00.000,7th,F,1800.0
2016-04-26 00:00:00.000,7th,A,1800.0
2016-05-02 00:00:00.000,6th,A,1810.0
2016-04-26 00:00:00.000,7th,B,1800.0
2016-04-26 00:00:00.000,7th,D,1800.0
2016-04-26 00:00:00.000,7th,B,1800.0
2016-04-26 00:00:00.000,7th,D,1800.0
2016-04-28 00:00:00.000,Hifz Girls,D,1800.0
2016-04-26 00:00:00.000,7th,C,1800.0
2016-04-26 00:00:00.000,7th,D,1550.0
2016-04-26 00:00:00.000,7th,D,1800.0
2016-04-26 00:00:00.000,7th,A,1800.0
2016-04-26 00:00:00.000,7th,D,1550.0
2016-04-26 00:00:00.000,7th,E,950.0
2016-04-26 00:00:00.000,7th,C,1800.0
2016-04-26 00:00:00.000,7th,A,1800.0
2016-04-26 00:00:00.000,7th,D,1800.0
2016-04-26 00:00:00.000,7th,D,1550.0
2016-04-26 00:00:00.000,7th,A,1800.0
2016-04-26 00:00:00.000,7th,D,1800.0
2016-04-26 00:00:00.000,7th,F,1870.0
2016-04-26 00:00:00.000,7th,D,1800.0
2016-04-26 00:00:00.000,7th,B,1380.0
2016-04-26 00:00:00.000,7th,C,1800.0
2016-04-26 00:00:00.000,7th,B,1800.0
2016-05-02 00:00:00.000,6th,A,1850.0
2016-04-26 00:00:00.000,7th,E,1550.0
2016-04-26 00:00:00.000,7th,D,1800.0
2016-04-26 00:00:00.000,7th,F,1800.0
2016-04-26 00:00:00.000,7th,C,1850.0
2016-04-26 00:00:00.000,7th,F,1800.0
2016-04-26 00:00:00.000,7th,A,1800.0
2016-04-26 00:00:00.000,7th,C,1800.0
2016-04-26 00:00:00.000,7th,A,1550.0
2016-04-26 00:00:00.000,7th,C,1800.0
2016-04-26 00:00:00.000,7th,E,1800.0
2016-04-26 00:00:00.000,7th,D,1800.0
2016-04-26 00:00:00.000,7th,B,1800.0
2016-04-26 00:00:00.000,7th,D,1800.0
2016-04-26 00:00:00.000,7th,A,1800.0
2016-04-26 00:00:00.000,7th,E,1550.0
2016-05-02 00:00:00.000,6th,A,1800.0
2016-04-26 00:00:00.000,7th,B,900.0
2016-04-26 00:00:00.000,7th,E,900.0
2016-04-26 00:00:00.000,7th,A,1800.0
2016-04-26 00:00:00.000,7th,B,1800.0
2016-04-26 00:00:00.000,7th,C,1900.0
2016-04-26 00:00:00.000,7th,C,1800.0
2016-04-26 00:00:00.000,7th,D,100.0
2016-04-26 00:00:00.000,7th,A,100.0
2016-04-26 00:00:00.000,7th,A,100.0
2016-04-26 00:00:00.000,7th,E,1800.0
2016-04-26 00:00:00.000,7th,C,1800.0
2016-04-26 00:00:00.000,7th,E,1800.0
2016-04-26 00:00:00.000,7th,D,100.0
2016-04-26 00:00:00.000,7th,F,1800.0
2016-04-26 00:00:00.000,7th,E,1800.0
2016-04-26 00:00:00.000,7th,D,900.0
2016-04-26 00:00:00.000,7th,C,1800.0
2016-04-26 00:00:00.000,7th,B,900.0
2016-04-26 00:00:00.000,7th,B,1800.0
2016-05-02 00:00:00.000,6th,E,1800.0
2016-04-26 00:00:00.000,7th,D,1800.0
2016-04-26 00:00:00.000,7th,C,1800.0
2016-04-26 00:00:00.000,7th,E,1900.0
2016-04-26 00:00:00.000,7th,F,5400.0
2016-04-26 00:00:00.000,7th,B,900.0
2016-04-26 00:00:00.000,7th,B,1350.0
2016-04-26 00:00:00.000,7th,D,1800.0
2016-04-26 00:00:00.000,7th,B,1830.0
2016-05-02 00:00:00.000,6th,B,1820.0
2016-04-26 00:00:00.000,7th,C,1800.0
2016-05-02 00:00:00.000,6th,A,1800.0
2016-05-02 00:00:00.000,6th,A,1800.0
2016-04-26 00:00:00.000,7th,B,100.0
2016-04-26 00:00:00.000,8th,C,1800.0
2016-04-26 00:00:00.000,8th,A,1800.0
2016-04-26 00:00:00.000,9th,F,1800.0
2016-04-26 00:00:00.000,7th,F,450.0
2016-04-26 00:00:00.000,7th,B,1800.0
2016-04-26 00:00:00.000,7th,B,1900.0
2016-04-26 00:00:00.000,7th,E,1800.0
2016-04-26 00:00:00.000,7th,D,900.0
2016-04-26 00:00:00.000,7th,A,5400.0
2016-04-26 00:00:00.000,7th,C,1550.0
2016-04-26 00:00:00.000,7th,C,1800.0
2016-04-26 00:00:00.000,7th,A,1800.0
2016-04-26 00:00:00.000,8th,A,1550.0
2016-04-26 00:00:00.000,9th,B,1370.0
2016-04-26 00:00:00.000,7th,E,1830.0
2016-05-02 00:00:00.000,6th,B,1800.0
2016-04-26 00:00:00.000,7th,A,1800.0
2016-04-26 00:00:00.000,7th,E,1800.0
2016-04-26 00:00:00.000,7th,A,10810.0
2016-04-26 00:00:00.000,7th,E,1800.0
2016-04-26 00:00:00.000,7th,D,1350.0
2016-05-02 00:00:00.000,6th,E,1800.0
2016-05-02 00:00:00.000,6th,D,1800.0
2016-05-02 00:00:00.000,6th,E,900.0
2016-04-28 00:00:00.000,Hifz Boys,A,1890.0
2016-05-02 00:00:00.000,6th,D,1800.0
2016-04-28 00:00:00.000,Hifz Boys,A,1800.0
2016-05-02 00:00:00.000,6th,D,1800.0
2016-05-02 00:00:00.000,6th,D,910.0
2016-05-02 00:00:00.000,6th,B,1800.0
2016-05-02 00:00:00.000,6th,B,1800.0
2016-05-02 00:00:00.000,6th,B,1800.0
2016-05-02 00:00:00.000,6th,B,1800.0
2016-05-02 00:00:00.000,6th,C,1800.0
2016-04-28 00:00:00.000,Hifz Girls,D,1550.0
2016-05-02 00:00:00.000,6th,D,1800.0
2016-05-02 00:00:00.000,6th,B,1800.0
2016-05-02 00:00:00.000,6th,E,1550.0
2016-05-02 00:00:00.000,6th,D,1550.0
2016-05-02 00:00:00.000,6th,A,1800.0
2016-05-02 00:00:00.000,6th,E,1800.0
2016-05-02 00:00:00.000,6th,C,1800.0
2016-05-02 00:00:00.000,6th,A,1800.0
2016-05-02 00:00:00.000,6th,A,1800.0
2016-05-02 00:00:00.000,6th,D,1800.0
2016-05-02 00:00:00.000,6th,A,1800.0
2016-05-02 00:00:00.000,6th,A,1800.0
2016-05-02 00:00:00.000,6th,E,1800.0
2016-05-02 00:00:00.000,6th,F,100.0
2016-05-02 00:00:00.000,6th,E,1800.0
2016-05-02 00:00:00.000,6th,D,1800.0
2016-04-28 00:00:00.000,Hifz Girls,D,900.0
2016-05-02 00:00:00.000,6th,C,1800.0
2016-05-02 00:00:00.000,6th,D,1800.0
2016-05-02 00:00:00.000,6th,C,1800.0
2016-05-02 00:00:00.000,6th,C,1800.0
2016-05-02 00:00:00.000,6th,B,1800.0
2016-05-02 00:00:00.000,6th,A,1550.0
2016-05-02 00:00:00.000,6th,F,1800.0
2016-05-02 00:00:00.000,6th,A,1800.0
2016-05-02 00:00:00.000,6th,F,1820.0
2016-05-02 00:00:00.000,6th,A,1840.0
2016-05-02 00:00:00.000,6th,D,1800.0
2016-05-02 00:00:00.000,6th,D,1800.0
2016-05-02 00:00:00.000,6th,A,1550.0
2016-05-02 00:00:00.000,6th,B,1800.0
2016-05-02 00:00:00.000,6th,B,1800.0
2016-05-02 00:00:00.000,6th,F,1550.0
2016-05-02 00:00:00.000,6th,C,1800.0
2016-05-02 00:00:00.000,6th,E,1800.0
2016-05-02 00:00:00.000,6th,E,1800.0
2016-05-02 00:00:00.000,6th,D,1550.0
2016-05-02 00:00:00.000,6th,A,1800.0
2016-05-02 00:00:00.000,6th,D,1550.0
2016-05-02 00:00:00.000,6th,E,1800.0
2016-05-02 00:00:00.000,6th,F,1800.0
2016-05-02 00:00:00.000,6th,A,1900.0
2016-05-02 00:00:00.000,6th,D,4050.0
2016-05-02 00:00:00.000,6th,C,1800.0
2016-05-02 00:00:00.000,6th,D,1800.0
2016-05-02 00:00:00.000,6th,D,1800.0
2016-05-02 00:00:00.000,6th,C,1800.0
2016-05-02 00:00:00.000,6th,B,1800.0
2016-05-02 00:00:00.000,6th,E,1850.0
2016-04-28 00:00:00.000,Hifz Boys,A,1800.0
2016-05-02 00:00:00.000,6th,E,5400.0
2016-05-02 00:00:00.000,6th,D,1800.0
2016-05-02 00:00:00.000,6th,E,1550.0
2016-04-28 00:00:00.000,Hifz Girls,D,2200.0
2016-05-02 00:00:00.000,6th,A,1550.0
2016-04-28 00:00:00.000,Hifz Girls,D,1800.0
2016-05-02 00:00:00.000,6th,C,1550.0
2016-04-28 00:00:00.000,Hifz Boys,A,1800.0
2016-05-02 00:00:00.000,6th,B,1800.0
2016-05-02 00:00:00.000,6th,D,1800.0
2016-04-28 00:00:00.000,Hifz Boys,A,1800.0
2016-05-02 00:00:00.000,6th,C,1800.0
2016-05-02 00:00:00.000,6th,F,1580.0
2016-05-02 00:00:00.000,6th,F,1800.0
2016-05-02 00:00:00.000,6th,A,1800.0
2016-05-02 00:00:00.000,6th,B,1800.0
2016-05-02 00:00:00.000,6th,C,1550.0
2016-05-02 00:00:00.000,6th,D,100.0
2016-05-02 00:00:00.000,6th,F,1550.0
2016-05-02 00:00:00.000,6th,F,1800.0
2016-05-02 00:00:00.000,6th,D,1800.0
2016-05-02 00:00:00.000,6th,F,1890.0
2016-05-02 00:00:00.000,6th,C,1800.0
2016-05-02 00:00:00.000,6th,C,1800.0
2016-05-02 00:00:00.000,6th,C,3600.0
2016-05-02 00:00:00.000,6th,D,1800.0
2016-05-02 00:00:00.000,6th,B,1800.0
2016-05-02 00:00:00.000,6th,B,1550.0
2016-05-02 00:00:00.000,6th,E,1800.0
2016-05-02 00:00:00.000,6th,C,900.0
2016-05-02 00:00:00.000,6th,E,900.0
2016-05-02 00:00:00.000,6th,C,1800.0
2016-05-02 00:00:00.000,6th,E,1800.0
2016-05-02 00:00:00.000,6th,C,1000.0
2016-05-02 00:00:00.000,6th,E,1800.0
2016-05-02 00:00:00.000,6th,A,1800.0
2016-05-02 00:00:00.000,6th,A,1350.0
2016-05-02 00:00:00.000,6th,D,1800.0
2016-05-02 00:00:00.000,6th,F,1800.0
2016-05-02 00:00:00.000,6th,E,900.0
2016-04-28 00:00:00.000,Hifz Boys,A,900.0
2016-05-02 00:00:00.000,6th,E,900.0
2016-05-02 00:00:00.000,6th,E,1800.0
2016-05-02 00:00:00.000,6th,D,900.0
2016-05-02 00:00:00.000,6th,E,1800.0
2016-04-28 00:00:00.000,Hifz Boys,A,1550.0
2016-05-02 00:00:00.000,6th,E,1800.0
2016-05-02 00:00:00.000,6th,D,1800.0
2016-05-02 00:00:00.000,6th,B,1800.0
2016-05-02 00:00:00.000,6th,F,1800.0
2016-05-02 00:00:00.000,6th,B,1350.0
2016-05-02 00:00:00.000,6th,B,1800.0
2016-05-02 00:00:00.000,6th,D,100.0
2016-05-02 00:00:00.000,6th,F,1850.0
2016-05-02 00:00:00.000,6th,C,900.0
2016-05-02 00:00:00.000,6th,A,1800.0
2016-05-02 00:00:00.000,6th,C,1800.0
2016-05-02 00:00:00.000,6th,C,1800.0
2016-05-02 00:00:00.000,6th,B,900.0
2016-05-02 00:00:00.000,6th,F,900.0
2016-05-02 00:00:00.000,6th,F,1800.0
2016-05-02 00:00:00.000,6th,D,1800.0
2016-05-02 00:00:00.000,6th,F,1800.0
2016-05-02 00:00:00.000,6th,F,1900.0
2016-05-02 00:00:00.000,6th,D,1800.0
2016-04-28 00:00:00.000,Hifz Girls,D,900.0
2016-05-02 00:00:00.000,6th,D,1550.0
2016-05-02 00:00:00.000,6th,F,1800.0
2016-05-02 00:00:00.000,6th,C,1550.0
2016-05-02 00:00:00.000,6th,A,1800.0
2016-05-02 00:00:00.000,6th,F,3600.0
2016-05-02 00:00:00.000,6th,D,1800.0
2016-05-02 00:00:00.000,6th,F,1550.0
2016-05-02 00:00:00.000,6th,A,1800.0
2016-05-02 00:00:00.000,6th,C,1800.0
2016-05-02 00:00:00.000,6th,E,1350.0
2016-05-02 00:00:00.000,6th,F,1800.0
2016-05-02 00:00:00.000,6th,C,900.0
2016-05-02 00:00:00.000,6th,D,900.0
2016-05-02 00:00:00.000,6th,A,900.0
2016-05-02 00:00:00.000,6th,C,1800.0
2016-04-28 00:00:00.000,Hifz Boys,A,100.0
2016-05-02 00:00:00.000,6th,F,900.0
2016-05-02 00:00:00.000,6th,D,900.0
2016-05-02 00:00:00.000,6th,E,100.0
2016-05-02 00:00:00.000,6th,E,900.0
2016-05-02 00:00:00.000,6th,A,100.0
2016-05-02 00:00:00.000,6th,A,900.0
2016-05-02 00:00:00.000,6th,A,900.0
2016-05-02 00:00:00.000,6th,C,400.0
2016-05-02 00:00:00.000,6th,E,900.0
2016-05-02 00:00:00.000,6th,F,900.0
2016-05-02 00:00:00.000,6th,C,1800.0
2016-05-02 00:00:00.000,6th,B,1800.0
2016-04-28 00:00:00.000,Hifz Boys,A,1800.0
2016-05-02 00:00:00.000,6th,A,1800.0
2016-05-02 00:00:00.000,6th,B,1350.0
2016-05-02 00:00:00.000,6th,A,1800.0
2016-05-02 00:00:00.000,6th,A,1800.0
2016-04-28 00:00:00.000,Hifz Boys,A,900.0
2016-05-02 00:00:00.000,6th,D,1890.0
2016-05-02 00:00:00.000,6th,B,1800.0
2016-05-02 00:00:00.000,6th,B,1800.0
2016-04-28 00:00:00.000,Hifz Boys,A,1820.0
2016-05-02 00:00:00.000,6th,D,1800.0
2016-05-02 00:00:00.000,6th,B,900.0
2016-05-02 00:00:00.000,6th,B,1800.0
2016-05-02 00:00:00.000,6th,A,1800.0
2016-04-26 00:00:00.000,8th,C,900.0
2016-05-02 00:00:00.000,6th,B,1800.0
2016-04-28 00:00:00.000,Hifz Girls,D,1800.0
2016-05-02 00:00:00.000,6th,D,1800.0
2016-04-22 00:00:00.000,10th,D,1800.0
2016-05-02 00:00:00.000,6th,E,1800.0
2016-05-02 00:00:00.000,6th,A,1800.0
2016-05-02 00:00:00.000,6th,A,1800.0
2016-05-02 00:00:00.000,6th,E,1800.0
2016-04-28 00:00:00.000,Hifz Boys,A,1800.0
2016-05-02 00:00:00.000,6th,F,100.0
2016-05-02 00:00:00.000,6th,D,1800.0
2016-04-26 00:00:00.000,9th,B,1550.0
2016-05-02 00:00:00.000,6th,D,1550.0
2016-04-22 00:00:00.000,10th,E,1800.0
2016-04-22 00:00:00.000,10th,B,2200.0
2016-04-26 00:00:00.000,7th,B,1350.0
2016-04-22 00:00:00.000,10th,F,1800.0
2016-05-02 00:00:00.000,4th,B,1700.0
2016-05-02 00:00:00.000,4th,A,1700.0
2016-05-02 00:00:00.000,4th,A,1700.0
2016-05-02 00:00:00.000,4th,A,1270.0
2016-05-02 00:00:00.000,4th,F,1700.0
2016-05-02 00:00:00.000,4th,A,1700.0
2016-05-02 00:00:00.000,4th,E,1700.0
2016-05-02 00:00:00.000,4th,B,1710.0
2016-05-02 00:00:00.000,4th,B,1700.0
2016-05-02 00:00:00.000,4th,F,1700.0
2016-05-02 00:00:00.000,4th,A,1270.0
2016-05-02 00:00:00.000,4th,F,1700.0
2016-04-26 00:00:00.000,7th,B,1800.0
2016-04-26 00:00:00.000,8th,C,900.0
2016-04-22 00:00:00.000,10th,B,2100.0
2016-04-22 00:00:00.000,10th,F,1800.0
2016-05-02 00:00:00.000,4th,A,1720.0
2016-05-02 00:00:00.000,4th,A,850.0
2016-04-26 00:00:00.000,9th,D,1800.0
2016-05-02 00:00:00.000,4th,F,1700.0
2016-05-02 00:00:00.000,4th,E,1700.0
2016-05-02 00:00:00.000,4th,B,1700.0
2016-05-02 00:00:00.000,4th,B,1700.0
2016-05-02 00:00:00.000,4th,F,1700.0
2016-04-26 00:00:00.000,7th,B,100.0
2016-04-26 00:00:00.000,9th,E,100.0
2016-04-26 00:00:00.000,7th,C,200.0
2016-04-26 00:00:00.000,9th,D,3600.0
2016-04-26 00:00:00.000,8th,D,900.0
2016-04-26 00:00:00.000,9th,D,1560.0
2016-04-26 00:00:00.000,8th,A,1800.0
2016-04-26 00:00:00.000,7th,C,900.0
2016-05-02 00:00:00.000,6th,E,900.0
2016-05-02 00:00:00.000,6th,A,1810.0
2016-04-26 00:00:00.000,9th,D,900.0
2016-04-22 00:00:00.000,10th,B,2120.0
2016-04-22 00:00:00.000,10th,B,1200.0
2016-04-22 00:00:00.000,10th,B,1200.0
2016-04-22 00:00:00.000,10th,A,1800.0
2016-04-26 00:00:00.000,9th,C,1800.0
2016-04-26 00:00:00.000,9th,B,1900.0
2016-04-26 00:00:00.000,9th,B,1800.0
2016-04-22 00:00:00.000,10th,B,2100.0
2016-04-22 00:00:00.000,10th,C,1800.0
2016-04-26 00:00:00.000,9th,B,1800.0
2016-04-22 00:00:00.000,10th,B,2100.0
